,Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
1837,Primary and Secondary Syphilis,2016,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,305,6.6,4588837
1838,Primary and Secondary Syphilis,2015,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,245,5.4,4552515
1839,Primary and Secondary Syphilis,2014,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,257,5.7,4524406
1840,Primary and Secondary Syphilis,2013,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,193,4.3,4489527
1841,Primary and Secondary Syphilis,2012,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,118,2.6,4453668
1842,Primary and Secondary Syphilis,2011,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,139,3.1,4422789
1843,Primary and Secondary Syphilis,2010,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,149,3.4,4388560
1844,Primary and Secondary Syphilis,2009,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,71,1.6,4358008
1845,Primary and Secondary Syphilis,2008,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,116,2.7,4327386
1846,AIDS prevalence,2020,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,4005,84.7,4727431
1847,AIDS prevalence,2019,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,3944,83.8,4704092
1848,AIDS prevalence,2018,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,3878,83,4670477
1849,AIDS prevalence,2017,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,3815,82.4,4631806
1850,AIDS prevalence,2016,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,3728,81.2,4590826
1851,AIDS prevalence,2015,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,3639,79.9,4554165
1852,AIDS prevalence,2014,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,3525,77.9,4525727
1853,AIDS prevalence,2013,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,3419,76.1,4490553
1854,AIDS prevalence,2012,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,3352,75.3,4454360
1855,AIDS prevalence,2011,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,3195,72.2,4423171
1856,AIDS prevalence,2010,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,3058,69.7,4388632
1857,AIDS prevalence,2009,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,2777,63.7,4358038
1858,AIDS prevalence,2008,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,2663,61.5,4327416
1859,HIV prevalence,2020,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,9001,190.4,4727431
1860,HIV prevalence,2019,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,8801,187.1,4704092
1861,HIV prevalence,2018,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,8535,182.7,4670477
1862,HIV prevalence,2017,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,8254,178.2,4631806
1863,HIV prevalence,2016,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,7963,173.5,4590826
1864,HIV prevalence,2015,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,7665,168.3,4554165
1865,HIV prevalence,2014,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,7398,163.5,4525727
1866,HIV prevalence,2013,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,7171,159.7,4490553
1867,HIV prevalence,2012,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,6971,156.5,4454360
1868,HIV prevalence,2011,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,6672,150.8,4423171
1869,HIV prevalence,2010,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,6424,146.4,4388632
1870,HIV prevalence,2009,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,6251,143.4,4358038
1871,HIV prevalence,2008,Minnesota,27,Ages 13 years and older,All races/ethnicities,Both sexes,5961,137.7,4327416
1872,Gonorrhea,2020,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,13748,554.7,2478607
1873,Gonorrhea,2019,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,12055,486.4,2478607
1874,Gonorrhea,2018,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,9731,393,2475837
1875,Gonorrhea,2017,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,9237,372.8,2477723
1876,Gonorrhea,2016,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,7148,289.2,2471880
1877,Gonorrhea,2015,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,5766,233.6,2468480
1878,Gonorrhea,2014,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,5616,227.6,2466961
1879,Gonorrhea,2013,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,5085,206.6,2460683
1880,Gonorrhea,2012,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,6858,280,2449123
1881,Gonorrhea,2011,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,5793,237.4,2440134
1882,Gonorrhea,2010,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,6178,254.3,2429164
1883,Gonorrhea,2009,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,7221,301.2,2397255
1884,Gonorrhea,2008,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,7466,312.5,2389079
1885,Chlamydia,2020,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,23878,963.4,2478607
1886,Chlamydia,2019,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,25264,1019.3,2478607
1887,Chlamydia,2018,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,22067,891.3,2475837
1888,Chlamydia,2017,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,21106,851.8,2477723
1889,Chlamydia,2016,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,20078,812.3,2471880
1890,Chlamydia,2015,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,17334,702.2,2468480
1891,Chlamydia,2014,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,19554,792.6,2466961
1892,Chlamydia,2013,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,17434,708.5,2460683
1893,Chlamydia,2012,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,23008,939.4,2449123
1894,Chlamydia,2011,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,21158,867.1,2440134
1895,Chlamydia,2010,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,21353,879,2429164
1896,Chlamydia,2009,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,23511,980.7,2397255
1897,Chlamydia,2008,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,21187,886.8,2389079
1898,"Early Non-Primary, Non-Secondary Syphilis",2020,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,,,2478607
1899,"Early Non-Primary, Non-Secondary Syphilis",2019,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,1218,49.1,2478607
1900,"Early Non-Primary, Non-Secondary Syphilis",2018,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,937,37.8,2475837
1901,"Early Non-Primary, Non-Secondary Syphilis",2017,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,555,22.4,2477723
1902,"Early Non-Primary, Non-Secondary Syphilis",2016,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,490,19.8,2471880
1903,"Early Non-Primary, Non-Secondary Syphilis",2015,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,405,16.4,2468480
1904,"Early Non-Primary, Non-Secondary Syphilis",2014,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,335,13.6,2466961
1905,"Early Non-Primary, Non-Secondary Syphilis",2013,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,184,7.5,2460683
1906,"Early Non-Primary, Non-Secondary Syphilis",2012,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,252,10.3,2449123
1907,"Early Non-Primary, Non-Secondary Syphilis",2011,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,313,12.8,2440134
1908,"Early Non-Primary, Non-Secondary Syphilis",2010,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,386,15.9,2429164
1909,"Early Non-Primary, Non-Secondary Syphilis",2009,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,310,12.9,2397255
1910,"Early Non-Primary, Non-Secondary Syphilis",2008,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,232,9.7,2389079
1911,Primary and Secondary Syphilis,2020,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,,,2478607
1912,Primary and Secondary Syphilis,2019,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,689,27.8,2478607
1913,Primary and Secondary Syphilis,2018,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,464,18.7,2475837
1914,Primary and Secondary Syphilis,2017,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,310,12.5,2477723
1915,Primary and Secondary Syphilis,2016,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,326,13.2,2471880
1916,Primary and Secondary Syphilis,2015,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,219,8.9,2468480
1917,Primary and Secondary Syphilis,2014,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,189,7.7,2466961
1918,Primary and Secondary Syphilis,2013,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,76,3.1,2460683
1919,Primary and Secondary Syphilis,2012,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,149,6.1,2449123
1920,Primary and Secondary Syphilis,2011,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,191,7.8,2440134
1921,Primary and Secondary Syphilis,2010,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,228,9.4,2429164
1922,Primary and Secondary Syphilis,2009,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,237,9.9,2397255
1923,Primary and Secondary Syphilis,2008,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,184,7.7,2389079
1924,AIDS prevalence,2020,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,4662,188.2,2477562
1925,AIDS prevalence,2019,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,4683,188.9,2479498
1926,AIDS prevalence,2018,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,4580,184.9,2476924
1927,AIDS prevalence,2017,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,4525,182.5,2479685
1928,AIDS prevalence,2016,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,4438,179.4,2474009
1929,AIDS prevalence,2015,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,4361,176.6,2469900
1930,AIDS prevalence,2014,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,4290,173.8,2468107
1931,AIDS prevalence,2013,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,4123,167.5,2461602
1932,AIDS prevalence,2012,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,3958,161.6,2449749
1933,AIDS prevalence,2011,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,3869,158.5,2440464
1934,AIDS prevalence,2010,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,3627,149.3,2429222
1935,AIDS prevalence,2009,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,3357,140,2397287
1936,AIDS prevalence,2008,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,3205,134.2,2389085
1937,HIV prevalence,2020,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,9713,392,2477562
1938,HIV prevalence,2019,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,9692,390.9,2479498
1939,HIV prevalence,2018,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,9404,379.7,2476924
1940,HIV prevalence,2017,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,9223,371.9,2479685
1941,HIV prevalence,2016,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,9053,365.9,2474009
1942,HIV prevalence,2015,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,8915,360.9,2469900
1943,HIV prevalence,2014,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,8649,350.4,2468107
1944,HIV prevalence,2013,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,8386,340.7,2461602
1945,HIV prevalence,2012,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,8245,336.6,2449749
1946,HIV prevalence,2011,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,8098,331.8,2440464
1947,HIV prevalence,2010,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,7701,317,2429222
1948,HIV prevalence,2009,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,7630,318.3,2397287
1949,HIV prevalence,2008,Mississippi,28,Ages 13 years and older,All races/ethnicities,Both sexes,7372,308.6,2389085
1950,Gonorrhea,2020,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,16841,326.6,5156637
1951,Gonorrhea,2019,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,15579,302.1,5156637
1952,Gonorrhea,2018,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,15079,293.7,5134728
1953,Gonorrhea,2017,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,13072,255.5,5115396
1954,Gonorrhea,2016,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,11466,225.1,5093723
1955,Gonorrhea,2015,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,8935,176,5076487
1956,Gonorrhea,2014,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,7381,145.9,5059072
1957,Gonorrhea,2013,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,7536,149.5,5039260
1958,Gonorrhea,2012,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,7879,157.1,5016375
1959,Gonorrhea,2011,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,7791,155.9,4996639
1960,Gonorrhea,2010,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,7147,143.6,4977086
1961,Gonorrhea,2009,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,6479,130.5,4962910
1962,Gonorrhea,2008,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,7999,162.1,4934862
1963,Chlamydia,2020,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,31795,616.6,5156637
1964,Chlamydia,2019,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,34391,666.9,5156637
1965,Chlamydia,2018,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,34702,675.8,5134728
1966,Chlamydia,2017,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,32664,638.5,5115396
1967,Chlamydia,2016,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,30827,605.2,5093723
1968,Chlamydia,2015,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,28913,569.5,5076487
1969,Chlamydia,2014,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,27954,552.6,5059072
1970,Chlamydia,2013,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,27312,542,5039260
1971,Chlamydia,2012,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,27806,554.3,5016375
1972,Chlamydia,2011,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,27857,557.5,4996639
1973,Chlamydia,2010,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,26020,522.8,4977086
1974,Chlamydia,2009,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,25828,520.4,4962910
1975,Chlamydia,2008,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,24777,502.1,4934862
1976,"Early Non-Primary, Non-Secondary Syphilis",2020,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,556,10.8,5156637
1977,"Early Non-Primary, Non-Secondary Syphilis",2019,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,647,12.5,5156637
1978,"Early Non-Primary, Non-Secondary Syphilis",2018,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,546,10.6,5134728
1979,"Early Non-Primary, Non-Secondary Syphilis",2017,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,423,8.3,5115396
1980,"Early Non-Primary, Non-Secondary Syphilis",2016,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,276,5.4,5093723
1981,"Early Non-Primary, Non-Secondary Syphilis",2015,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,247,4.9,5076487
1982,"Early Non-Primary, Non-Secondary Syphilis",2014,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,240,4.7,5059072
1983,"Early Non-Primary, Non-Secondary Syphilis",2013,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,220,4.4,5039260
1984,"Early Non-Primary, Non-Secondary Syphilis",2012,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,135,2.7,5016375
1985,"Early Non-Primary, Non-Secondary Syphilis",2011,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,124,2.5,4996639
1986,"Early Non-Primary, Non-Secondary Syphilis",2010,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,133,2.7,4977086
1987,"Early Non-Primary, Non-Secondary Syphilis",2009,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,146,2.9,4962910
1988,"Early Non-Primary, Non-Secondary Syphilis",2008,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,145,2.9,4934862
1989,Primary and Secondary Syphilis,2020,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,829,16.1,5156637
1990,Primary and Secondary Syphilis,2019,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,817,15.8,5156637
1991,Primary and Secondary Syphilis,2018,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,806,15.7,5134728
1992,Primary and Secondary Syphilis,2017,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,507,9.9,5115396
1993,Primary and Secondary Syphilis,2016,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,399,7.8,5093723
1994,Primary and Secondary Syphilis,2015,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,307,6,5076487
1995,Primary and Secondary Syphilis,2014,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,352,7,5059072
1996,Primary and Secondary Syphilis,2013,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,251,5,5039260
1997,Primary and Secondary Syphilis,2012,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,157,3.1,5016375
1998,Primary and Secondary Syphilis,2011,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,136,2.7,4996639
1999,Primary and Secondary Syphilis,2010,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,152,3.1,4977086
2000,Primary and Secondary Syphilis,2009,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,173,3.5,4962910
2001,Primary and Secondary Syphilis,2008,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,224,4.5,4934862
2002,AIDS prevalence,2020,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,6373,123.2,5173132
2003,AIDS prevalence,2019,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,6408,124.3,5156303
2004,AIDS prevalence,2018,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,6360,123.8,5137181
2005,AIDS prevalence,2017,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,6289,122.8,5119469
2006,AIDS prevalence,2016,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,6250,122.6,5097448
2007,AIDS prevalence,2015,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,6237,122.8,5079611
2008,AIDS prevalence,2014,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,6068,119.9,5061571
2009,AIDS prevalence,2013,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,5947,118,5041204
2010,AIDS prevalence,2012,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,5860,116.8,5017798
2011,AIDS prevalence,2011,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,5697,114,4997429
2012,AIDS prevalence,2010,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,5497,110.4,4977183
2013,AIDS prevalence,2009,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,5495,110.7,4962937
2014,AIDS prevalence,2008,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,5276,106.9,4934901
2015,HIV prevalence,2020,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,12864,248.7,5173132
2016,HIV prevalence,2019,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,12782,247.9,5156303
2017,HIV prevalence,2018,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,12537,244,5137181
2018,HIV prevalence,2017,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,12221,238.7,5119469
2019,HIV prevalence,2016,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,11931,234.1,5097448
2020,HIV prevalence,2015,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,11677,229.9,5079611
2021,HIV prevalence,2014,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,11314,223.5,5061571
2022,HIV prevalence,2013,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,10960,217.4,5041204
2023,HIV prevalence,2012,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,10715,213.5,5017798
2024,HIV prevalence,2011,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,10380,207.7,4997429
2025,HIV prevalence,2010,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,9996,200.8,4977183
2026,HIV prevalence,2009,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,10221,205.9,4962937
2027,HIV prevalence,2008,Missouri,29,Ages 13 years and older,All races/ethnicities,Both sexes,9924,201.1,4934901
2028,Gonorrhea,2020,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,1696,187.6,904239
2029,Gonorrhea,2019,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,1593,176.2,904239
2030,Gonorrhea,2018,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,1179,131.7,895512
2031,Gonorrhea,2017,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,779,87.9,886508
2032,Gonorrhea,2016,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,867,99,875809
2033,Gonorrhea,2015,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,840,96.9,866602
2034,Gonorrhea,2014,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,430,50.1,858963
2035,Gonorrhea,2013,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,224,26.3,851638
2036,Gonorrhea,2012,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,108,12.8,843261
2037,Gonorrhea,2011,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,85,10.2,837127
2038,Gonorrhea,2010,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,99,11.9,831014
2039,Gonorrhea,2009,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,80,9.8,818871
2040,Gonorrhea,2008,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,121,14.9,813008
2041,Chlamydia,2020,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,4131,456.8,904239
2042,Chlamydia,2019,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,4734,523.5,904239
2043,Chlamydia,2018,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,4898,546.9,895512
2044,Chlamydia,2017,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,4542,512.3,886508
2045,Chlamydia,2016,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,4408,503.3,875809
2046,Chlamydia,2015,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,4168,481,866602
2047,Chlamydia,2014,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,4165,484.9,858963
2048,Chlamydia,2013,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,3787,444.7,851638
2049,Chlamydia,2012,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,3822,453.2,843261
2050,Chlamydia,2011,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,3372,402.8,837127
2051,Chlamydia,2010,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,3064,368.7,831014
2052,Chlamydia,2009,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,2979,363.8,818871
2053,Chlamydia,2008,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,3083,379.2,813008
2054,"Early Non-Primary, Non-Secondary Syphilis",2020,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,21,2.3,904239
2055,"Early Non-Primary, Non-Secondary Syphilis",2019,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,25,2.8,904239
2056,"Early Non-Primary, Non-Secondary Syphilis",2018,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,25,2.8,895512
2057,"Early Non-Primary, Non-Secondary Syphilis",2017,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,23,2.6,886508
2058,"Early Non-Primary, Non-Secondary Syphilis",2016,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,6,0.7,875809
2059,"Early Non-Primary, Non-Secondary Syphilis",2015,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,5,0.6,866602
2060,"Early Non-Primary, Non-Secondary Syphilis",2014,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,,,858963
2061,"Early Non-Primary, Non-Secondary Syphilis",2013,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,,,851638
2062,"Early Non-Primary, Non-Secondary Syphilis",2012,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,0,0,843261
2063,"Early Non-Primary, Non-Secondary Syphilis",2011,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,,,837127
2064,"Early Non-Primary, Non-Secondary Syphilis",2010,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,,,831014
2065,"Early Non-Primary, Non-Secondary Syphilis",2009,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,0,0,818871
2066,"Early Non-Primary, Non-Secondary Syphilis",2008,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,,,813008
2067,Primary and Secondary Syphilis,2020,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,44,4.9,904239
2068,Primary and Secondary Syphilis,2019,Montana,30,Ages 13 years and older,All races/ethnicities,Both sexes,67,7.4,904239
