Indicator,Year,State,Age,Race,Sex,Cases,Rate per 100000,Population,total_STD,STD_per_100000
"Early Non-Primary, Non-Secondary Syphilis",2016,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,251.0,5.5,4588837.0,28302.0,616.7575793169381
"Early Non-Primary, Non-Secondary Syphilis",2015,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,184.0,4.0,4552515.0,25749.0,565.5994543675309
"Early Non-Primary, Non-Secondary Syphilis",2014,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,159.0,3.5,4524406.0,24376.0,538.7668569089511
"Early Non-Primary, Non-Secondary Syphilis",2013,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,139.0,3.1,4489527.0,22925.0,510.6328573143674
"Early Non-Primary, Non-Secondary Syphilis",2012,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,96.0,2.2,4453668.0,21337.0,479.08824815859646
"Early Non-Primary, Non-Secondary Syphilis",2011,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,121.0,2.7,4422789.0,19433.0,439.3833845566677
"Early Non-Primary, Non-Secondary Syphilis",2010,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,73.0,1.7,4388560.0,17622.0,401.54401443753756
"Early Non-Primary, Non-Secondary Syphilis",2009,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,46.0,1.1,4358008.0,16605.0,381.02270578668055
"Early Non-Primary, Non-Secondary Syphilis",2008,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,47.0,1.1,4327386.0,17531.0,405.11754671295785
Primary and Secondary Syphilis,2020,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,,,4703203.0,32776.0,696.886781199961
Primary and Secondary Syphilis,2019,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,385.0,8.2,4703203.0,33218.0,706.2846319837779
Primary and Secondary Syphilis,2018,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,292.0,6.3,4668234.0,31673.0,678.4792707477817
Primary and Secondary Syphilis,2017,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,292.0,6.3,4629041.0,30649.0,662.102582370733
Primary and Secondary Syphilis,2016,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,305.0,6.6,4588837.0,28302.0,616.7575793169381
Primary and Secondary Syphilis,2015,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,245.0,5.4,4552515.0,25749.0,565.5994543675309
Primary and Secondary Syphilis,2014,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,257.0,5.7,4524406.0,24376.0,538.7668569089511
Primary and Secondary Syphilis,2013,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,193.0,4.3,4489527.0,22925.0,510.6328573143674
Primary and Secondary Syphilis,2012,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,118.0,2.6,4453668.0,21337.0,479.08824815859646
Primary and Secondary Syphilis,2011,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,139.0,3.1,4422789.0,19433.0,439.3833845566677
Primary and Secondary Syphilis,2010,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,149.0,3.4,4388560.0,17622.0,401.54401443753756
Primary and Secondary Syphilis,2009,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,71.0,1.6,4358008.0,16605.0,381.02270578668055
Primary and Secondary Syphilis,2008,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,116.0,2.7,4327386.0,17531.0,405.11754671295785
AIDS prevalence,2020,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,4005.0,84.7,4727431.0,32776.0,693.3152488106119
AIDS prevalence,2019,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,3944.0,83.8,4704092.0,33218.0,706.1511552069985
AIDS prevalence,2018,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,3878.0,83.0,4670477.0,31673.0,678.1534305810734
AIDS prevalence,2017,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,3815.0,82.4,4631806.0,30649.0,661.7073340291022
AIDS prevalence,2016,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,3728.0,81.2,4590826.0,28302.0,616.4903657860262
AIDS prevalence,2015,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,3639.0,79.9,4554165.0,25749.0,565.3945344536265
AIDS prevalence,2014,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,3525.0,77.9,4525727.0,24376.0,538.6095979717734
AIDS prevalence,2013,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,3419.0,76.1,4490553.0,22925.0,510.5161880953192
AIDS prevalence,2012,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,3352.0,75.3,4454360.0,21337.0,479.013820167207
AIDS prevalence,2011,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,3195.0,72.2,4423171.0,19433.0,439.3454379222508
AIDS prevalence,2010,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,3058.0,69.7,4388632.0,17622.0,401.53742669697533
AIDS prevalence,2009,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,2777.0,63.7,4358038.0,16605.0,381.02008289051173
AIDS prevalence,2008,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,2663.0,61.5,4327416.0,17531.0,405.1147382179111
HIV prevalence,2020,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,9001.0,190.4,4727431.0,32776.0,693.3152488106119
HIV prevalence,2019,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,8801.0,187.1,4704092.0,33218.0,706.1511552069985
HIV prevalence,2018,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,8535.0,182.7,4670477.0,31673.0,678.1534305810734
HIV prevalence,2017,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,8254.0,178.2,4631806.0,30649.0,661.7073340291022
HIV prevalence,2016,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,7963.0,173.5,4590826.0,28302.0,616.4903657860262
HIV prevalence,2015,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,7665.0,168.3,4554165.0,25749.0,565.3945344536265
HIV prevalence,2014,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,7398.0,163.5,4525727.0,24376.0,538.6095979717734
HIV prevalence,2013,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,7171.0,159.7,4490553.0,22925.0,510.5161880953192
HIV prevalence,2012,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,6971.0,156.5,4454360.0,21337.0,479.013820167207
HIV prevalence,2011,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,6672.0,150.8,4423171.0,19433.0,439.3454379222508
HIV prevalence,2010,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,6424.0,146.4,4388632.0,17622.0,401.53742669697533
HIV prevalence,2009,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,6251.0,143.4,4358038.0,16605.0,381.02008289051173
HIV prevalence,2008,Minnesota,Ages 13 years and older,All races/ethnicities,Both sexes,5961.0,137.7,4327416.0,17531.0,405.1147382179111
Gonorrhea,2020,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,13748.0,554.7,2478607.0,37626.0,1518.0300870609983
Gonorrhea,2019,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,12055.0,486.4,2478607.0,39226.0,1582.5824747529562
Gonorrhea,2018,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,9731.0,393.0,2475837.0,33199.0,1340.920262521321
Gonorrhea,2017,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,9237.0,372.8,2477723.0,31208.0,1259.543540581413
Gonorrhea,2016,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,7148.0,289.2,2471880.0,28042.0,1134.4401831804132
Gonorrhea,2015,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,5766.0,233.6,2468480.0,23724.0,961.0772621208192
Gonorrhea,2014,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,5616.0,227.6,2466961.0,25694.0,1041.5243694569958
Gonorrhea,2013,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,5085.0,206.6,2460683.0,22779.0,925.7185911391267
Gonorrhea,2012,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,6858.0,280.0,2449123.0,30267.0,1235.8301318471958
Gonorrhea,2011,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,5793.0,237.4,2440134.0,27455.0,1125.1431273856272
Gonorrhea,2010,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,6178.0,254.3,2429164.0,28145.0,1158.629059215434
Gonorrhea,2009,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,7221.0,301.2,2397255.0,31279.0,1304.7840133819723
Gonorrhea,2008,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,7466.0,312.5,2389079.0,29069.0,1216.7450301978295
Chlamydia,2020,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,23878.0,963.4,2478607.0,37626.0,1518.0300870609983
Chlamydia,2019,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,25264.0,1019.3,2478607.0,39226.0,1582.5824747529562
Chlamydia,2018,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,22067.0,891.3,2475837.0,33199.0,1340.920262521321
Chlamydia,2017,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,21106.0,851.8,2477723.0,31208.0,1259.543540581413
Chlamydia,2016,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,20078.0,812.3,2471880.0,28042.0,1134.4401831804132
Chlamydia,2015,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,17334.0,702.2,2468480.0,23724.0,961.0772621208192
Chlamydia,2014,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,19554.0,792.6,2466961.0,25694.0,1041.5243694569958
Chlamydia,2013,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,17434.0,708.5,2460683.0,22779.0,925.7185911391267
Chlamydia,2012,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,23008.0,939.4,2449123.0,30267.0,1235.8301318471958
Chlamydia,2011,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,21158.0,867.1,2440134.0,27455.0,1125.1431273856272
Chlamydia,2010,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,21353.0,879.0,2429164.0,28145.0,1158.629059215434
Chlamydia,2009,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,23511.0,980.7,2397255.0,31279.0,1304.7840133819723
Chlamydia,2008,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,21187.0,886.8,2389079.0,29069.0,1216.7450301978295
"Early Non-Primary, Non-Secondary Syphilis",2020,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,,,2478607.0,37626.0,1518.0300870609983
"Early Non-Primary, Non-Secondary Syphilis",2019,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,1218.0,49.1,2478607.0,39226.0,1582.5824747529562
"Early Non-Primary, Non-Secondary Syphilis",2018,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,937.0,37.8,2475837.0,33199.0,1340.920262521321
"Early Non-Primary, Non-Secondary Syphilis",2017,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,555.0,22.4,2477723.0,31208.0,1259.543540581413
"Early Non-Primary, Non-Secondary Syphilis",2016,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,490.0,19.8,2471880.0,28042.0,1134.4401831804132
"Early Non-Primary, Non-Secondary Syphilis",2015,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,405.0,16.4,2468480.0,23724.0,961.0772621208192
"Early Non-Primary, Non-Secondary Syphilis",2014,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,335.0,13.6,2466961.0,25694.0,1041.5243694569958
"Early Non-Primary, Non-Secondary Syphilis",2013,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,184.0,7.5,2460683.0,22779.0,925.7185911391267
"Early Non-Primary, Non-Secondary Syphilis",2012,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,252.0,10.3,2449123.0,30267.0,1235.8301318471958
"Early Non-Primary, Non-Secondary Syphilis",2011,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,313.0,12.8,2440134.0,27455.0,1125.1431273856272
"Early Non-Primary, Non-Secondary Syphilis",2010,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,386.0,15.9,2429164.0,28145.0,1158.629059215434
"Early Non-Primary, Non-Secondary Syphilis",2009,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,310.0,12.9,2397255.0,31279.0,1304.7840133819723
"Early Non-Primary, Non-Secondary Syphilis",2008,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,232.0,9.7,2389079.0,29069.0,1216.7450301978295
Primary and Secondary Syphilis,2020,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,,,2478607.0,37626.0,1518.0300870609983
Primary and Secondary Syphilis,2019,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,689.0,27.8,2478607.0,39226.0,1582.5824747529562
Primary and Secondary Syphilis,2018,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,464.0,18.7,2475837.0,33199.0,1340.920262521321
Primary and Secondary Syphilis,2017,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,310.0,12.5,2477723.0,31208.0,1259.543540581413
Primary and Secondary Syphilis,2016,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,326.0,13.2,2471880.0,28042.0,1134.4401831804132
Primary and Secondary Syphilis,2015,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,219.0,8.9,2468480.0,23724.0,961.0772621208192
Primary and Secondary Syphilis,2014,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,189.0,7.7,2466961.0,25694.0,1041.5243694569958
Primary and Secondary Syphilis,2013,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,76.0,3.1,2460683.0,22779.0,925.7185911391267
Primary and Secondary Syphilis,2012,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,149.0,6.1,2449123.0,30267.0,1235.8301318471958
Primary and Secondary Syphilis,2011,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,191.0,7.8,2440134.0,27455.0,1125.1431273856272
Primary and Secondary Syphilis,2010,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,228.0,9.4,2429164.0,28145.0,1158.629059215434
Primary and Secondary Syphilis,2009,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,237.0,9.9,2397255.0,31279.0,1304.7840133819723
Primary and Secondary Syphilis,2008,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,184.0,7.7,2389079.0,29069.0,1216.7450301978295
AIDS prevalence,2020,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,4662.0,188.2,2477562.0,37626.0,1518.6703703075848
AIDS prevalence,2019,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,4683.0,188.9,2479498.0,39226.0,1582.013778595506
AIDS prevalence,2018,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,4580.0,184.9,2476924.0,33199.0,1340.3317986341124
AIDS prevalence,2017,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,4525.0,182.5,2479685.0,31208.0,1258.54695253631
AIDS prevalence,2016,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,4438.0,179.4,2474009.0,28042.0,1133.4639445531523
AIDS prevalence,2015,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,4361.0,176.6,2469900.0,23724.0,960.5247175999028
AIDS prevalence,2014,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,4290.0,173.8,2468107.0,25694.0,1041.0407652504532
AIDS prevalence,2013,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,4123.0,167.5,2461602.0,22779.0,925.3729888097263
AIDS prevalence,2012,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,3958.0,161.6,2449749.0,30267.0,1235.5143322846545
AIDS prevalence,2011,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,3869.0,158.5,2440464.0,27455.0,1124.9909853208242
AIDS prevalence,2010,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,3627.0,149.3,2429222.0,28145.0,1158.6013958378444
AIDS prevalence,2009,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,3357.0,140.0,2397287.0,31279.0,1304.7665965735434
AIDS prevalence,2008,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,3205.0,134.2,2389085.0,29069.0,1216.7419744379124
HIV prevalence,2020,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,9713.0,392.0,2477562.0,37626.0,1518.6703703075848
HIV prevalence,2019,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,9692.0,390.9,2479498.0,39226.0,1582.013778595506
HIV prevalence,2018,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,9404.0,379.7,2476924.0,33199.0,1340.3317986341124
HIV prevalence,2017,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,9223.0,371.9,2479685.0,31208.0,1258.54695253631
HIV prevalence,2016,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,9053.0,365.9,2474009.0,28042.0,1133.4639445531523
HIV prevalence,2015,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,8915.0,360.9,2469900.0,23724.0,960.5247175999028
HIV prevalence,2014,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,8649.0,350.4,2468107.0,25694.0,1041.0407652504532
HIV prevalence,2013,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,8386.0,340.7,2461602.0,22779.0,925.3729888097263
HIV prevalence,2012,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,8245.0,336.6,2449749.0,30267.0,1235.5143322846545
HIV prevalence,2011,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,8098.0,331.8,2440464.0,27455.0,1124.9909853208242
HIV prevalence,2010,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,7701.0,317.0,2429222.0,28145.0,1158.6013958378444
HIV prevalence,2009,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,7630.0,318.3,2397287.0,31279.0,1304.7665965735434
HIV prevalence,2008,Mississippi,Ages 13 years and older,All races/ethnicities,Both sexes,7372.0,308.6,2389085.0,29069.0,1216.7419744379124
Gonorrhea,2020,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,16841.0,326.6,5156637.0,50021.0,970.0314371556501
Gonorrhea,2019,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,15579.0,302.1,5156637.0,51434.0,997.4330169061735
Gonorrhea,2018,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,15079.0,293.7,5134728.0,51133.0,995.8268480823132
Gonorrhea,2017,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,13072.0,255.5,5115396.0,46666.0,912.2656388674504
Gonorrhea,2016,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,11466.0,225.1,5093723.0,42968.0,843.5480296042797
Gonorrhea,2015,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,8935.0,176.0,5076487.0,38402.0,756.4680063201187
Gonorrhea,2014,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,7381.0,145.9,5059072.0,35927.0,710.1500037951624
Gonorrhea,2013,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,7536.0,149.5,5039260.0,35319.0,700.8767160257657
Gonorrhea,2012,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,7879.0,157.1,5016375.0,35977.0,717.1911988238519
Gonorrhea,2011,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,7791.0,155.9,4996639.0,35908.0,718.643071872913
Gonorrhea,2010,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,7147.0,143.6,4977086.0,33452.0,672.1201924178123
Gonorrhea,2009,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,6479.0,130.5,4962910.0,32626.0,657.3965677394915
Gonorrhea,2008,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,7999.0,162.1,4934862.0,33145.0,671.6499873755336
Chlamydia,2020,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,31795.0,616.6,5156637.0,50021.0,970.0314371556501
Chlamydia,2019,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,34391.0,666.9,5156637.0,51434.0,997.4330169061735
Chlamydia,2018,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,34702.0,675.8,5134728.0,51133.0,995.8268480823132
Chlamydia,2017,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,32664.0,638.5,5115396.0,46666.0,912.2656388674504
Chlamydia,2016,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,30827.0,605.2,5093723.0,42968.0,843.5480296042797
Chlamydia,2015,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,28913.0,569.5,5076487.0,38402.0,756.4680063201187
Chlamydia,2014,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,27954.0,552.6,5059072.0,35927.0,710.1500037951624
Chlamydia,2013,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,27312.0,542.0,5039260.0,35319.0,700.8767160257657
Chlamydia,2012,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,27806.0,554.3,5016375.0,35977.0,717.1911988238519
Chlamydia,2011,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,27857.0,557.5,4996639.0,35908.0,718.643071872913
Chlamydia,2010,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,26020.0,522.8,4977086.0,33452.0,672.1201924178123
Chlamydia,2009,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,25828.0,520.4,4962910.0,32626.0,657.3965677394915
Chlamydia,2008,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,24777.0,502.1,4934862.0,33145.0,671.6499873755336
"Early Non-Primary, Non-Secondary Syphilis",2020,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,556.0,10.8,5156637.0,50021.0,970.0314371556501
"Early Non-Primary, Non-Secondary Syphilis",2019,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,647.0,12.5,5156637.0,51434.0,997.4330169061735
"Early Non-Primary, Non-Secondary Syphilis",2018,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,546.0,10.6,5134728.0,51133.0,995.8268480823132
"Early Non-Primary, Non-Secondary Syphilis",2017,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,423.0,8.3,5115396.0,46666.0,912.2656388674504
"Early Non-Primary, Non-Secondary Syphilis",2016,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,276.0,5.4,5093723.0,42968.0,843.5480296042797
"Early Non-Primary, Non-Secondary Syphilis",2015,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,247.0,4.9,5076487.0,38402.0,756.4680063201187
"Early Non-Primary, Non-Secondary Syphilis",2014,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,240.0,4.7,5059072.0,35927.0,710.1500037951624
"Early Non-Primary, Non-Secondary Syphilis",2013,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,220.0,4.4,5039260.0,35319.0,700.8767160257657
"Early Non-Primary, Non-Secondary Syphilis",2012,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,135.0,2.7,5016375.0,35977.0,717.1911988238519
"Early Non-Primary, Non-Secondary Syphilis",2011,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,124.0,2.5,4996639.0,35908.0,718.643071872913
"Early Non-Primary, Non-Secondary Syphilis",2010,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,133.0,2.7,4977086.0,33452.0,672.1201924178123
"Early Non-Primary, Non-Secondary Syphilis",2009,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,146.0,2.9,4962910.0,32626.0,657.3965677394915
"Early Non-Primary, Non-Secondary Syphilis",2008,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,145.0,2.9,4934862.0,33145.0,671.6499873755336
Primary and Secondary Syphilis,2020,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,829.0,16.1,5156637.0,50021.0,970.0314371556501
Primary and Secondary Syphilis,2019,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,817.0,15.8,5156637.0,51434.0,997.4330169061735
Primary and Secondary Syphilis,2018,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,806.0,15.7,5134728.0,51133.0,995.8268480823132
Primary and Secondary Syphilis,2017,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,507.0,9.9,5115396.0,46666.0,912.2656388674504
Primary and Secondary Syphilis,2016,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,399.0,7.8,5093723.0,42968.0,843.5480296042797
Primary and Secondary Syphilis,2015,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,307.0,6.0,5076487.0,38402.0,756.4680063201187
Primary and Secondary Syphilis,2014,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,352.0,7.0,5059072.0,35927.0,710.1500037951624
Primary and Secondary Syphilis,2013,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,251.0,5.0,5039260.0,35319.0,700.8767160257657
Primary and Secondary Syphilis,2012,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,157.0,3.1,5016375.0,35977.0,717.1911988238519
Primary and Secondary Syphilis,2011,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,136.0,2.7,4996639.0,35908.0,718.643071872913
Primary and Secondary Syphilis,2010,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,152.0,3.1,4977086.0,33452.0,672.1201924178123
Primary and Secondary Syphilis,2009,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,173.0,3.5,4962910.0,32626.0,657.3965677394915
Primary and Secondary Syphilis,2008,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,224.0,4.5,4934862.0,33145.0,671.6499873755336
AIDS prevalence,2020,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,6373.0,123.2,5173132.0,50021.0,966.9384040461368
AIDS prevalence,2019,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,6408.0,124.3,5156303.0,51434.0,997.4976257213743
AIDS prevalence,2018,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,6360.0,123.8,5137181.0,51133.0,995.3513415236879
AIDS prevalence,2017,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,6289.0,122.8,5119469.0,46666.0,911.5398491523242
AIDS prevalence,2016,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,6250.0,122.6,5097448.0,42968.0,842.9316002831221
AIDS prevalence,2015,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,6237.0,122.8,5079611.0,38402.0,756.0027726532603
AIDS prevalence,2014,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,6068.0,119.9,5061571.0,35927.0,709.799388371713
AIDS prevalence,2013,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,5947.0,118.0,5041204.0,35319.0,700.6064424292292
AIDS prevalence,2012,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,5860.0,116.8,5017798.0,35977.0,716.9878101908446
AIDS prevalence,2011,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,5697.0,114.0,4997429.0,35908.0,718.5294678523696
AIDS prevalence,2010,Missouri,Ages 13 years and older,All races/ethnicities,Both sexes,5497.0,110.4,4977183.0,33452.0,672.1070935105259
