"Date Printed: Friday, April 21, 2023 1:27:55 AM"
Title: "AIDS prevalence | Chlamydia | Early Non-Primary, Non-Secondary Syphilis | Gonorrhea | HIV prevalence | Primary and Secondary Syphilis | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Early Non-Primary, Non-Secondary Syphilis","2018","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","937","37.8","2,475,837"
"Early Non-Primary, Non-Secondary Syphilis","2017","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","555","22.4","2,477,723"
"Early Non-Primary, Non-Secondary Syphilis","2016","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","490","19.8","2,471,880"
"Early Non-Primary, Non-Secondary Syphilis","2015","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","405","16.4","2,468,480"
"Early Non-Primary, Non-Secondary Syphilis","2014","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","335","13.6","2,466,961"
"Early Non-Primary, Non-Secondary Syphilis","2013","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","184","7.5","2,460,683"
"Early Non-Primary, Non-Secondary Syphilis","2012","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","252","10.3","2,449,123"
"Early Non-Primary, Non-Secondary Syphilis","2011","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","313","12.8","2,440,134"
"Early Non-Primary, Non-Secondary Syphilis","2010","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","386","15.9","2,429,164"
"Early Non-Primary, Non-Secondary Syphilis","2009","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","310","12.9","2,397,255"
"Early Non-Primary, Non-Secondary Syphilis","2008","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","232","9.7","2,389,079"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","2,478,607"
"Primary and Secondary Syphilis","2019","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","689","27.8","2,478,607"
"Primary and Secondary Syphilis","2018","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","464","18.7","2,475,837"
"Primary and Secondary Syphilis","2017","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","310","12.5","2,477,723"
"Primary and Secondary Syphilis","2016","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","326","13.2","2,471,880"
"Primary and Secondary Syphilis","2015","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","219","8.9","2,468,480"
"Primary and Secondary Syphilis","2014","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","189","7.7","2,466,961"
"Primary and Secondary Syphilis","2013","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","76","3.1","2,460,683"
"Primary and Secondary Syphilis","2012","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","149","6.1","2,449,123"
"Primary and Secondary Syphilis","2011","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","191","7.8","2,440,134"
"Primary and Secondary Syphilis","2010","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","228","9.4","2,429,164"
"Primary and Secondary Syphilis","2009","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","237","9.9","2,397,255"
"Primary and Secondary Syphilis","2008","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","184","7.7","2,389,079"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","4,662","188.2","2,477,562"
"AIDS prevalence","2019","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","4,683","188.9","2,479,498"
"AIDS prevalence","2018","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","4,580","184.9","2,476,924"
"AIDS prevalence","2017","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","4,525","182.5","2,479,685"
"AIDS prevalence","2016","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","4,438","179.4","2,474,009"
"AIDS prevalence","2015","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","4,361","176.6","2,469,900"
"AIDS prevalence","2014","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","4,290","173.8","2,468,107"
"AIDS prevalence","2013","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","4,123","167.5","2,461,602"
"AIDS prevalence","2012","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","3,958","161.6","2,449,749"
"AIDS prevalence","2011","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","3,869","158.5","2,440,464"
"AIDS prevalence","2010","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","3,627","149.3","2,429,222"
"AIDS prevalence","2009","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","3,357","140.0","2,397,287"
"AIDS prevalence","2008","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","3,205","134.2","2,389,085"
"HIV prevalence","2020 (COVID-19 Pandemic)","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","9,713","392.0","2,477,562"
"HIV prevalence","2019","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","9,692","390.9","2,479,498"
"HIV prevalence","2018","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","9,404","379.7","2,476,924"
"HIV prevalence","2017","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","9,223","371.9","2,479,685"
"HIV prevalence","2016","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","9,053","365.9","2,474,009"
"HIV prevalence","2015","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","8,915","360.9","2,469,900"
"HIV prevalence","2014","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","8,649","350.4","2,468,107"
"HIV prevalence","2013","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","8,386","340.7","2,461,602"
"HIV prevalence","2012","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","8,245","336.6","2,449,749"
"HIV prevalence","2011","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","8,098","331.8","2,440,464"
"HIV prevalence","2010","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","7,701","317.0","2,429,222"
"HIV prevalence","2009","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","7,630","318.3","2,397,287"
"HIV prevalence","2008","Mississippi","28","Ages 13 years and older","All races/ethnicities","Both sexes","7,372","308.6","2,389,085"
"Gonorrhea","2020 (COVID-19 Pandemic)","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","16,841","326.6","5,156,637"
"Gonorrhea","2019","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","15,579","302.1","5,156,637"
"Gonorrhea","2018","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","15,079","293.7","5,134,728"
"Gonorrhea","2017","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","13,072","255.5","5,115,396"
"Gonorrhea","2016","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","11,466","225.1","5,093,723"
"Gonorrhea","2015","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","8,935","176.0","5,076,487"
"Gonorrhea","2014","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","7,381","145.9","5,059,072"
"Gonorrhea","2013","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","7,536","149.5","5,039,260"
"Gonorrhea","2012","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","7,879","157.1","5,016,375"
"Gonorrhea","2011","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","7,791","155.9","4,996,639"
"Gonorrhea","2010","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","7,147","143.6","4,977,086"
"Gonorrhea","2009","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","6,479","130.5","4,962,910"
"Gonorrhea","2008","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","7,999","162.1","4,934,862"
"Chlamydia","2020 (COVID-19 Pandemic)","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","31,795","616.6","5,156,637"
"Chlamydia","2019","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","34,391","666.9","5,156,637"
"Chlamydia","2018","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","34,702","675.8","5,134,728"
"Chlamydia","2017","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","32,664","638.5","5,115,396"
"Chlamydia","2016","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","30,827","605.2","5,093,723"
"Chlamydia","2015","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","28,913","569.5","5,076,487"
"Chlamydia","2014","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","27,954","552.6","5,059,072"
"Chlamydia","2013","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","27,312","542.0","5,039,260"
"Chlamydia","2012","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","27,806","554.3","5,016,375"
"Chlamydia","2011","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","27,857","557.5","4,996,639"
"Chlamydia","2010","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","26,020","522.8","4,977,086"
"Chlamydia","2009","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","25,828","520.4","4,962,910"
"Chlamydia","2008","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","24,777","502.1","4,934,862"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","556","10.8","5,156,637"
"Early Non-Primary, Non-Secondary Syphilis","2019","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","647","12.5","5,156,637"
"Early Non-Primary, Non-Secondary Syphilis","2018","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","546","10.6","5,134,728"
"Early Non-Primary, Non-Secondary Syphilis","2017","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","423","8.3","5,115,396"
"Early Non-Primary, Non-Secondary Syphilis","2016","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","276","5.4","5,093,723"
"Early Non-Primary, Non-Secondary Syphilis","2015","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","247","4.9","5,076,487"
"Early Non-Primary, Non-Secondary Syphilis","2014","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","240","4.7","5,059,072"
"Early Non-Primary, Non-Secondary Syphilis","2013","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","220","4.4","5,039,260"
"Early Non-Primary, Non-Secondary Syphilis","2012","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","135","2.7","5,016,375"
"Early Non-Primary, Non-Secondary Syphilis","2011","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","124","2.5","4,996,639"
"Early Non-Primary, Non-Secondary Syphilis","2010","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","133","2.7","4,977,086"
"Early Non-Primary, Non-Secondary Syphilis","2009","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","146","2.9","4,962,910"
"Early Non-Primary, Non-Secondary Syphilis","2008","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","145","2.9","4,934,862"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","829","16.1","5,156,637"
"Primary and Secondary Syphilis","2019","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","817","15.8","5,156,637"
"Primary and Secondary Syphilis","2018","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","806","15.7","5,134,728"
"Primary and Secondary Syphilis","2017","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","507","9.9","5,115,396"
"Primary and Secondary Syphilis","2016","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","399","7.8","5,093,723"
"Primary and Secondary Syphilis","2015","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","307","6.0","5,076,487"
"Primary and Secondary Syphilis","2014","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","352","7.0","5,059,072"
"Primary and Secondary Syphilis","2013","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","251","5.0","5,039,260"
"Primary and Secondary Syphilis","2012","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","157","3.1","5,016,375"
"Primary and Secondary Syphilis","2011","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","136","2.7","4,996,639"
"Primary and Secondary Syphilis","2010","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","152","3.1","4,977,086"
"Primary and Secondary Syphilis","2009","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","173","3.5","4,962,910"
"Primary and Secondary Syphilis","2008","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","224","4.5","4,934,862"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","6,373","123.2","5,173,132"
"AIDS prevalence","2019","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","6,408","124.3","5,156,303"
"AIDS prevalence","2018","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","6,360","123.8","5,137,181"
"AIDS prevalence","2017","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","6,289","122.8","5,119,469"
"AIDS prevalence","2016","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","6,250","122.6","5,097,448"
"AIDS prevalence","2015","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","6,237","122.8","5,079,611"
"AIDS prevalence","2014","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","6,068","119.9","5,061,571"
"AIDS prevalence","2013","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","5,947","118.0","5,041,204"
"AIDS prevalence","2012","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","5,860","116.8","5,017,798"
"AIDS prevalence","2011","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","5,697","114.0","4,997,429"
"AIDS prevalence","2010","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","5,497","110.4","4,977,183"
"AIDS prevalence","2009","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","5,495","110.7","4,962,937"
"AIDS prevalence","2008","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","5,276","106.9","4,934,901"
"HIV prevalence","2020 (COVID-19 Pandemic)","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","12,864","248.7","5,173,132"
"HIV prevalence","2019","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","12,782","247.9","5,156,303"
"HIV prevalence","2018","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","12,537","244.0","5,137,181"
"HIV prevalence","2017","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","12,221","238.7","5,119,469"
"HIV prevalence","2016","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","11,931","234.1","5,097,448"
"HIV prevalence","2015","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","11,677","229.9","5,079,611"
"HIV prevalence","2014","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","11,314","223.5","5,061,571"
"HIV prevalence","2013","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","10,960","217.4","5,041,204"
"HIV prevalence","2012","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","10,715","213.5","5,017,798"
"HIV prevalence","2011","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","10,380","207.7","4,997,429"
"HIV prevalence","2010","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","9,996","200.8","4,977,183"
"HIV prevalence","2009","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","10,221","205.9","4,962,937"
"HIV prevalence","2008","Missouri","29","Ages 13 years and older","All races/ethnicities","Both sexes","9,924","201.1","4,934,901"
"Gonorrhea","2020 (COVID-19 Pandemic)","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","1,696","187.6","904,239"
"Gonorrhea","2019","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","1,593","176.2","904,239"
"Gonorrhea","2018","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","1,179","131.7","895,512"
"Gonorrhea","2017","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","779","87.9","886,508"
"Gonorrhea","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","867","99.0","875,809"
"Gonorrhea","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","840","96.9","866,602"
"Gonorrhea","2014","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","430","50.1","858,963"
"Gonorrhea","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","224","26.3","851,638"
"Gonorrhea","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","108","12.8","843,261"
"Gonorrhea","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","85","10.2","837,127"
"Gonorrhea","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","99","11.9","831,014"
"Gonorrhea","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","80","9.8","818,871"
"Gonorrhea","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","121","14.9","813,008"
"Chlamydia","2020 (COVID-19 Pandemic)","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","4,131","456.8","904,239"
"Chlamydia","2019","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","4,734","523.5","904,239"
"Chlamydia","2018","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","4,898","546.9","895,512"
"Chlamydia","2017","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","4,542","512.3","886,508"
"Chlamydia","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","4,408","503.3","875,809"
"Chlamydia","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","4,168","481.0","866,602"
"Chlamydia","2014","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","4,165","484.9","858,963"
"Chlamydia","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","3,787","444.7","851,638"
"Chlamydia","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","3,822","453.2","843,261"
"Chlamydia","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","3,372","402.8","837,127"
"Chlamydia","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","3,064","368.7","831,014"
"Chlamydia","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","2,979","363.8","818,871"
"Chlamydia","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","3,083","379.2","813,008"
"Early Non-Primary, Non-Secondary Syphilis","2020 (COVID-19 Pandemic)","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","21","2.3","904,239"
"Early Non-Primary, Non-Secondary Syphilis","2019","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","25","2.8","904,239"
"Early Non-Primary, Non-Secondary Syphilis","2018","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","25","2.8","895,512"
"Early Non-Primary, Non-Secondary Syphilis","2017","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","23","2.6","886,508"
"Early Non-Primary, Non-Secondary Syphilis","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","6","0.7","875,809"
"Early Non-Primary, Non-Secondary Syphilis","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","5","0.6","866,602"
"Early Non-Primary, Non-Secondary Syphilis","2014","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","858,963"
"Early Non-Primary, Non-Secondary Syphilis","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","851,638"
"Early Non-Primary, Non-Secondary Syphilis","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","0","0.0","843,261"
"Early Non-Primary, Non-Secondary Syphilis","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","837,127"
"Early Non-Primary, Non-Secondary Syphilis","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","831,014"
"Early Non-Primary, Non-Secondary Syphilis","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","0","0.0","818,871"
"Early Non-Primary, Non-Secondary Syphilis","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","813,008"
"Primary and Secondary Syphilis","2020 (COVID-19 Pandemic)","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","44","4.9","904,239"
"Primary and Secondary Syphilis","2019","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","67","7.4","904,239"
"Primary and Secondary Syphilis","2018","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","45","5.0","895,512"
"Primary and Secondary Syphilis","2017","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","48","5.4","886,508"
"Primary and Secondary Syphilis","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","14","1.6","875,809"
"Primary and Secondary Syphilis","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","13","1.5","866,602"
"Primary and Secondary Syphilis","2014","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","8","0.9","858,963"
"Primary and Secondary Syphilis","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","5","0.6","851,638"
"Primary and Secondary Syphilis","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","843,261"
"Primary and Secondary Syphilis","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","7","0.8","837,127"
"Primary and Secondary Syphilis","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","831,014"
"Primary and Secondary Syphilis","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","4","0.5","818,871"
"Primary and Secondary Syphilis","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","7","0.9","813,008"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","348","38.0","916,433"
"AIDS prevalence","2019","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","335","37.0","905,520"
"AIDS prevalence","2018","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","341","38.0","896,324"
"AIDS prevalence","2017","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","333","37.5","887,690"
"AIDS prevalence","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","326","37.2","876,889"
"AIDS prevalence","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","330","38.0","867,518"
"AIDS prevalence","2014","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","320","37.2","859,671"
"AIDS prevalence","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","315","37.0","852,177"
"AIDS prevalence","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","299","35.4","843,619"
"AIDS prevalence","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","295","35.2","837,310"
"AIDS prevalence","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","258","31.0","831,036"
"AIDS prevalence","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","214","26.1","818,891"
"AIDS prevalence","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","200","24.6","813,046"
"HIV prevalence","2020 (COVID-19 Pandemic)","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","687","75.0","916,433"
"HIV prevalence","2019","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","661","73.0","905,520"
"HIV prevalence","2018","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","637","71.1","896,324"
"HIV prevalence","2017","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","615","69.3","887,690"
"HIV prevalence","2016","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","575","65.6","876,889"
"HIV prevalence","2015","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","563","64.9","867,518"
"HIV prevalence","2014","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","537","62.5","859,671"
"HIV prevalence","2013","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","524","61.5","852,177"
"HIV prevalence","2012","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","488","57.8","843,619"
"HIV prevalence","2011","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","474","56.6","837,310"
"HIV prevalence","2010","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","419","50.4","831,036"
"HIV prevalence","2009","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","328","40.1","818,891"
"HIV prevalence","2008","Montana","30","Ages 13 years and older","All races/ethnicities","Both sexes","305","37.5","813,046"
"Gonorrhea","2020 (COVID-19 Pandemic)","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","3,431","215.7","1,590,638"
"Gonorrhea","2019","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","2,966","186.5","1,590,638"
"Gonorrhea","2018","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","2,694","170.4","1,580,702"
"Gonorrhea","2017","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","2,651","168.8","1,570,194"
"Gonorrhea","2016","Nebraska","31","Ages 13 years and older","All races/ethnicities","Both sexes","2,156","138.2","1,560,031"
